Source,Material,Environment,Temperature (°C),Salinity (g/L),pH,Dissolved Oxygen (mg/L),Chloride Concentration (ppm),Open Circuit Potential (mV),Polarization Resistance (Ω·cm²),Corrosion Rate (µm/year),Corrosion Potential (mV),Passivation Range (V),Pitting Potential (V),Corrosion Products,Exposure Zone,Weld Type,Image Label
Kaggle-Image,Steel B,Accelerated Chamber,28.56783771006026,35.248999867258384,8.24473672782921,6.904445037378547,11023.709330988977,-831.2370075205012,2087.930626531833,96.41191923056665,-801.2662683281494,0.5764807392596437,-0.11706578716873423,α‑Fe,Tidal,Arc,Corrosion
Kaggle-Image,Steel C,Natural Seawater,26.855418817403695,34.51193191450724,7.912403060467867,5.467845628028802,4260.33097423861,-701.8853105293393,1540.591060081167,190.5086833780235,-815.9908984505357,0.7541989025297917,-0.4603934249958146,Fe₃O₄,Atmospheric,Arc,Corrosion
Kaggle-Image,Steel A,Accelerated Chamber,17.967206745790335,33.30391473665617,7.6957556064056245,4.588908297642067,4181.735145841782,-602.1756086176398,1130.6068083659623,127.35148266156096,-698.3235328212158,0.798510878703605,-0.47647081026999055,α‑Fe,Splash,Arc,None
Kaggle-Image,Steel C,Accelerated Chamber,18.441720649052527,35.892146143478556,8.013175082282036,4.826324064887123,9789.27739499791,-839.8798818726805,1303.2240988379062,124.5880829886317,-758.368740579002,0.21947064607440545,-0.4902759748159594,γ‑FeO(OH),Tidal,None,Corrosion
Kaggle-Image,Steel C,Accelerated Chamber,32.575384995858286,34.542783967898224,7.63050455963744,5.253065906322441,1632.09145221781,-714.0938627906114,1818.2355107422536,76.76241448452437,-619.6776610210709,0.3413529369468066,-0.4056029861132778,α‑Fe,Tidal,Arc,None
Kaggle-Image,Steel A,Accelerated Chamber,26.167046301282273,34.51565586605575,7.940539159872995,6.544273681408903,3315.873568113139,-654.4897975466661,1310.5856250745492,66.22325218600352,-862.1883892130634,0.3861842694750185,-0.29279580114075243,Fe₃O₄,Tidal,None,Corrosion
Kaggle-Image,Steel A,Lab Seawater,32.39875665795378,39.36927863731139,7.817305477420486,5.593122196356218,8901.365448751003,-629.4673458272647,1815.9596669274513,176.31602937252674,-914.8030437707945,0.4394756602669797,-0.03208693329858858,γ‑FeO(OH),Immersion,MIG,None
Kaggle-Image,Steel A,Lab Seawater,22.430930226397486,39.8403151427913,8.411959584199634,4.027258791600513,2199.4682749513627,-698.7235581709643,1347.3985371458484,142.1199764281277,-812.3584802152747,0.3453542945508605,-0.27147017036711185,γ‑FeO(OH),Tidal,Arc,Corrosion
Kaggle-Image,Steel B,Natural Seawater,27.288000148626477,37.96484389329581,7.56092872172072,6.093628740269887,8538.346072655058,-850.7372268040023,2273.385804214109,98.8736876029173,-734.1505523236284,0.3220927967331875,-0.3548724473137353,Fe₂O₃,Atmospheric,Arc,Corrosion
Kaggle-Image,Steel C,Natural Seawater,25.473268321092213,37.56758090246928,8.194017414105742,7.6860535676296715,10006.119053020457,-835.8012469508687,1595.9072092606896,78.76043260853997,-648.7203720795767,0.7727323054505,-0.21903237324016833,Fe₂O₃,Splash,None,None
Kaggle-Image,Steel A,Natural Seawater,21.382469796409254,36.80558161779101,7.682751165987436,7.248310444034717,9574.065667389174,-942.7346887566125,1368.3259389167365,133.3245920254447,-828.8310896618854,0.7511129616623109,-0.4440327109326054,Fe₃O₄,Splash,MIG,Crack
Kaggle-Image,Steel C,Accelerated Chamber,24.398307440671907,31.660748523335137,7.81904507433224,7.300845485038524,17514.32229065866,-683.6899078149715,2218.4892703705923,137.5878933891703,-721.1746371064385,0.2281955006018705,-0.1952470544975084,α‑Fe,Tidal,None,Crack
Kaggle-Image,Steel B,Accelerated Chamber,25.04981753653864,30.591058208756547,7.915514063062066,7.180232070424525,11071.186645982916,-935.041137878317,1514.2584472081762,81.04904018675873,-827.4304616418733,0.40328781296290894,-0.21578402283474835,α‑Fe,Tidal,None,Corrosion
Kaggle-Image,Steel B,Lab Seawater,19.01541949513357,36.90726315113263,8.408015089374974,5.294923302441695,9891.628787082824,-647.371675889039,1167.2315317581729,177.71086218372108,-733.9731459519396,0.44308913220704405,-0.10400348329714515,Fe₃O₄,Tidal,Arc,None
Kaggle-Image,Steel A,Lab Seawater,21.300207447534632,37.287862222565764,7.742578266073825,7.060775335017568,8803.475662441659,-908.4687849339114,1855.6142371054625,62.63965492337766,-640.3172185392722,0.3434087207995661,-0.006656194191487941,γ‑FeO(OH),Splash,TIG,Crack
Kaggle-Image,Steel A,Natural Seawater,30.82819501013951,30.4697299109814,7.59130880254467,4.572645431244772,16534.84418778524,-889.8432207524265,1872.346306656983,103.41396277496325,-869.0248252092068,0.5773237381929054,-0.37456326414194474,Fe₃O₄,Splash,TIG,None
Kaggle-Image,Steel C,Lab Seawater,33.31576478908254,39.28051750228848,7.818689603990523,6.630864589103814,18006.07547599683,-783.215735208717,2072.043512853601,152.05766206437832,-808.5154252625363,0.5842284479865447,-0.24517177459811967,Fe₃O₄,Immersion,None,Crack
Kaggle-Image,Steel A,Lab Seawater,22.19588187090599,30.911406394446775,7.604675970535533,6.566274266739978,17211.606914745233,-691.7418546909402,1360.3291498125784,91.11805457288011,-602.3571812495887,0.7103025369971583,-0.045567296840498206,γ‑FeO(OH),Atmospheric,Arc,None
Kaggle-Image,Steel C,Lab Seawater,21.139445644180363,32.85900533771203,7.628596485960553,4.102279196358939,13797.384984496426,-901.3492281803228,1665.6570086383676,174.1512792171908,-646.0050401126887,0.6445215610311308,-0.10740505778857934,α‑Fe,Immersion,MIG,Corrosion
Kaggle-Image,Steel A,Lab Seawater,18.90394329143765,36.72389812798704,8.073850597975026,7.151880534363727,3609.8731734048106,-795.9751237267255,1423.5518785639842,160.9801739900605,-752.3760497363294,0.5255439961795734,-0.2562968484495962,Fe₃O₄,Atmospheric,TIG,None
Kaggle-Image,Steel C,Lab Seawater,28.569823373011623,31.698725944044764,7.560901933099493,7.612992420380522,6260.529420348233,-781.0020539564633,1121.4306041735322,168.35342668222012,-769.1803428510036,0.592152062026652,-0.02731417519261109,α‑Fe,Immersion,MIG,Crack
Kaggle-Image,Steel C,Natural Seawater,21.461994033326746,30.554158884422446,7.530930881393566,5.069661113888431,1875.1982099575712,-875.7000254159931,2314.9207405238376,67.86598038150744,-850.3898661933616,0.3643932689258109,-0.4713816532415953,Fe₃O₄,Splash,TIG,Corrosion
Kaggle-Image,Steel C,Natural Seawater,34.75499078198377,33.3114648916415,8.214414101470497,7.249562896744603,18685.65742481217,-909.5545681617789,2093.3047067325115,71.08206919933144,-768.9767003072648,0.5558337139804146,-0.03450069014370799,γ‑FeO(OH),Immersion,Arc,None
Kaggle-Image,Steel C,Lab Seawater,21.513696041279065,37.65971574855179,7.861647094841045,4.329623887447793,13555.172064127297,-657.2526769550261,1452.194589188201,92.97106066168755,-653.1364756020184,0.4935363528499516,-0.4747463038085967,γ‑FeO(OH),Atmospheric,None,Crack
Kaggle-Image,Steel B,Natural Seawater,22.882720935652564,34.13678678985261,7.625375349233873,6.3998714330442645,15180.894801951588,-774.137022583032,1899.0594893079794,127.71157477963416,-710.1889203527768,0.28000668038982224,-0.22634762794265784,Fe₂O₃,Tidal,MIG,Corrosion
Kaggle-Image,Steel C,Accelerated Chamber,27.066683924240696,36.52972921907939,7.753612770859708,5.942587461337109,6919.86305206235,-944.9665674055465,1301.8956822017087,162.20241150491034,-848.4845901377047,0.3455265659497825,-0.054779525999457124,γ‑FeO(OH),Atmospheric,MIG,None
Kaggle-Image,Steel A,Lab Seawater,31.0336858638261,35.796190972281366,8.1420865073524,6.183694133236,17067.416923269506,-668.9565445418136,2335.3549326936563,175.47963361413554,-879.4876276312634,0.37501607043295165,-0.3686395282193486,Fe₂O₃,Tidal,None,Crack
Kaggle-Image,Steel B,Accelerated Chamber,24.39037330691267,30.222184820255805,7.775536567140851,7.704820807537381,5932.462390461092,-606.7221681048953,1172.3595150428655,155.65029739357706,-857.1770120511098,0.7545857402315348,-0.26387575052742074,Fe₃O₄,Splash,MIG,None
Kaggle-Image,Steel B,Natural Seawater,23.453120675779168,39.885399870457064,7.994521125120408,7.485260988987414,1031.231385136544,-737.9258316050134,1005.7557182617013,189.28953222959575,-890.5842795125108,0.33823198363153373,-0.3378355604315167,α‑Fe,Atmospheric,TIG,None
Kaggle-Image,Steel C,Natural Seawater,34.91275667189616,30.41428088819388,7.621695306726672,7.140334628959028,8151.8842878931855,-773.7020645205753,1753.0122966087733,160.81152644238955,-916.5257563916994,0.3735463416918009,-0.023928041461824312,γ‑FeO(OH),Immersion,None,Corrosion
Kaggle-Image,Steel B,Accelerated Chamber,15.20987282279889,39.67802737648485,8.088093637605446,5.094793830713484,11844.468138222395,-642.5544479342634,1874.691735179304,95.94018305069221,-803.3023389452808,0.4216124780536594,-0.08817720262345458,γ‑FeO(OH),Atmospheric,TIG,Corrosion
Kaggle-Image,Steel C,Natural Seawater,32.901305777024916,35.49864178364398,7.816077683843264,7.647274514744367,10095.392301344928,-616.6191236103905,1868.4479804437065,89.76219265078589,-910.3451384606063,0.5982456431752323,-0.14549924433681022,γ‑FeO(OH),Tidal,TIG,Crack
Kaggle-Image,Steel A,Lab Seawater,17.98281651879475,39.63159027065066,8.126968434528717,4.3900307698555014,17379.446708955344,-685.9120794341388,1081.7678911567396,154.42886754516348,-889.8306047955135,0.27094303548328436,-0.20618650669244565,Fe₃O₄,Splash,Arc,Corrosion
Kaggle-Image,Steel C,Accelerated Chamber,30.71850552417827,31.147535994138355,8.308394882304023,7.413316866235151,3002.700433167172,-794.0914745929992,1471.0657103776487,78.93058530344214,-758.4363604811799,0.7723671274962658,-0.08970410533792594,Fe₂O₃,Immersion,TIG,Crack
Kaggle-Image,Steel B,Lab Seawater,27.35863119692596,34.90408519185513,8.111646419389992,5.312640289414431,11522.645372040786,-742.7225102339959,1748.7984202619978,63.90722162154049,-892.3902542051488,0.7193427320568588,-0.30386647923822646,Fe₃O₄,Atmospheric,Arc,None
Kaggle-Image,Steel A,Accelerated Chamber,21.836945709961842,31.695040918660588,7.795747562595021,4.215089246647933,10746.607646597242,-704.6726222437003,1324.8687784408612,129.8334312284291,-927.642081399184,0.5463296438053702,-0.27622407244696906,α‑Fe,Tidal,MIG,None
Kaggle-Image,Steel C,Natural Seawater,32.47749911042037,30.509748770224423,7.7557437015483,6.677427936962993,6346.466661271097,-882.0042501493695,2308.9388282288446,173.2462354668433,-838.9139024902402,0.6044227204549741,-0.13499913945956926,Fe₃O₄,Immersion,MIG,Crack
Kaggle-Image,Steel A,Accelerated Chamber,15.25814455961984,36.17529115062312,7.827420958733448,4.925119713263822,16622.3341389632,-793.4796387242467,1130.6639341921511,65.20697637047954,-872.8883154823113,0.2099962827465296,-0.3211226183531429,α‑Fe,Splash,Arc,None
Kaggle-Image,Steel A,Accelerated Chamber,19.533813041498473,32.07783420961692,7.664620513236505,4.974284503458527,15304.12446176192,-659.5625573489502,1731.0766625080641,168.7836985693594,-769.6431842019681,0.4033668652090693,-0.4680495289758131,γ‑FeO(OH),Immersion,TIG,Corrosion
Kaggle-Image,Steel B,Lab Seawater,26.33785592499072,35.87697018287546,7.68117185085002,5.224188664915086,14924.324559304789,-720.8461280255449,2037.124086269728,171.73580065273222,-914.1715203958768,0.6773961383968652,-0.46283269555696427,α‑Fe,Splash,None,None
Kaggle-Image,Steel A,Natural Seawater,22.03084520099396,31.123644819489858,8.290691101900167,4.254739070010067,17647.657087121566,-806.078576475851,1392.6266502017236,122.34110001223154,-686.8802243109576,0.24648978427543156,-0.44231859934714807,α‑Fe,Immersion,None,Corrosion
Kaggle-Image,Steel B,Lab Seawater,27.207549906366552,33.319864714327025,7.884732576507445,4.708508576793016,14732.907411808903,-717.8231130948616,1936.361105496277,58.59654650157302,-632.8182681977014,0.3693883005264321,-0.06515933832816861,Fe₂O₃,Atmospheric,Arc,Crack
Kaggle-Image,Steel A,Natural Seawater,15.482203868173336,37.81632558053247,7.935995180570586,4.020558510342241,5404.984542579802,-908.622155774639,2244.077725213562,76.18847768707796,-689.7976891153319,0.5511780970005868,-0.26388678712189784,α‑Fe,Tidal,MIG,Crack
Kaggle-Image,Steel C,Lab Seawater,17.32917860963425,34.37051521842188,8.094049465566812,5.781638084423147,14405.69152134413,-809.4758363022933,1285.5054626425713,156.11394127428986,-763.510536909512,0.35384781661936515,-0.14355881532763176,α‑Fe,Atmospheric,MIG,None
Kaggle-Image,Steel A,Accelerated Chamber,17.541924804368783,36.27745414897336,8.089653495151548,4.337021509671885,6846.353454407033,-672.4050117129302,2375.8308877372942,156.76669174864242,-648.7662623738902,0.7603867844867116,-0.30354533219755336,Fe₃O₄,Atmospheric,None,None
Kaggle-Image,Steel C,Lab Seawater,18.785672918320188,36.47457940745546,7.567376871521926,6.730610420176796,5601.318356601941,-872.8219245021733,1830.337798993537,184.7532912751498,-706.7785670764724,0.27863517848257424,-0.37064452629218275,γ‑FeO(OH),Splash,Arc,Corrosion
Kaggle-Image,Steel C,Natural Seawater,24.186628816010856,38.437550439872936,8.331540786337666,4.942491404766594,2387.0682650929193,-884.9134723549038,1448.848006451591,137.4029219831874,-946.3071071424336,0.6784366147446672,-0.32640391621889403,Fe₃O₄,Splash,None,Corrosion
Kaggle-Image,Steel A,Natural Seawater,30.042573990871425,33.24922794406641,7.677326553223939,7.774296576140708,15136.543026605857,-617.2134690292489,1646.2874130734062,68.61610515706661,-812.0684465289239,0.504769215143845,-0.10290882734140822,Fe₃O₄,Splash,TIG,None
Kaggle-Image,Steel C,Accelerated Chamber,33.11077675857803,36.87295562582518,8.223071636049669,7.48500650959461,14509.018277046413,-876.5358296448193,1468.287825679582,68.21223582574582,-652.16683520762,0.6501984654919737,-0.1873919374842809,γ‑FeO(OH),Atmospheric,TIG,None
Kaggle-Image,Steel A,Natural Seawater,31.707450605684922,39.61615807046166,8.272670988128166,5.157763579872833,5455.490075807781,-858.6784971224412,2087.6667398999743,158.16985360352356,-828.9493997086557,0.3864291969868685,-0.03118011002104898,γ‑FeO(OH),Immersion,Arc,Crack
Kaggle-Image,Steel A,Lab Seawater,18.93775743551367,37.302433343578684,8.214899534091314,7.132861818626715,15238.201317758963,-610.6344213834817,2194.4509951226983,77.56769976618517,-937.6746892660668,0.5086937613872233,-0.160147610711583,α‑Fe,Immersion,Arc,Crack
Kaggle-Image,Steel C,Accelerated Chamber,23.82301104461265,34.89870476717745,8.078977646554145,7.212979618659225,18438.97677877751,-692.852000407241,2249.4060884779915,99.2578249424908,-688.8371265067046,0.7141012098339059,-0.21490918412265303,α‑Fe,Atmospheric,TIG,Crack
Kaggle-Image,Steel C,Natural Seawater,18.9882319551707,36.30717444491929,7.5146089971088825,7.946252456457642,3052.550192340006,-705.1412134417651,2478.652374378612,123.08180103828708,-669.286605400996,0.4801268594738627,-0.19490199550708276,Fe₂O₃,Atmospheric,MIG,None
Kaggle-Image,Steel B,Natural Seawater,20.289436333343815,37.39682897763108,7.860375492363171,6.39135994738274,5420.096129348724,-651.4757656508966,2186.9264387450253,53.714731636422684,-893.792206734842,0.4158319171461618,-0.02881428026579269,Fe₃O₄,Tidal,Arc,None
Kaggle-Image,Steel C,Lab Seawater,25.070939630237724,36.122757656938724,8.104839429362581,4.327862938574649,15254.955087658995,-909.461921217122,1902.076106032845,87.32285405298978,-761.9308261048866,0.5216932317516416,-0.10589953506664695,γ‑FeO(OH),Splash,TIG,None
Kaggle-Image,Steel B,Lab Seawater,16.36218049447045,30.16675813489839,7.8874512959225385,6.587348915705524,6215.626796634487,-702.9153171969974,1508.8304475876757,111.18344127609201,-882.815596351496,0.6304176518218202,-0.4879793813167811,α‑Fe,Splash,TIG,Crack
Kaggle-Image,Steel C,Accelerated Chamber,19.363486591865463,31.94773497687226,8.363479894912814,6.49991899350414,12868.615511390619,-773.7089867351164,1816.893173066124,91.94544777398093,-698.2679533345486,0.4661380072991017,-0.23293015193215139,γ‑FeO(OH),Atmospheric,MIG,None
Kaggle-Image,Steel A,Natural Seawater,33.70756322614234,38.10468217215466,7.808802275349615,6.5534023096817275,2542.120264810576,-659.7972759005511,1061.602259185608,70.45554912013488,-854.95734068788,0.7633261850853639,-0.15583079422671758,α‑Fe,Atmospheric,MIG,Corrosion
Kaggle-Image,Steel C,Lab Seawater,24.32232585316978,32.72650647312484,7.793534792458661,5.228582592416846,9591.847102967236,-772.150398467182,2117.2376132948693,159.2018386694296,-839.3247071028345,0.3769674944254052,-0.12565076078042248,Fe₂O₃,Immersion,MIG,None
Kaggle-Image,Steel A,Accelerated Chamber,23.907730519557443,37.31562119561134,7.7659976930926575,7.438718340321332,15042.737017866108,-732.9155260058808,1668.9333176381526,171.97214827519775,-654.2602012259645,0.4852781637014723,-0.39342894034303166,Fe₂O₃,Atmospheric,MIG,None
Kaggle-Image,Steel A,Natural Seawater,15.291343095025578,33.721202152416986,7.832780868960795,7.837888731821648,14043.764917821798,-782.7902557601624,1030.0348445982813,88.62184642155873,-783.2871767275835,0.6541565956048649,-0.06641132277432388,γ‑FeO(OH),Immersion,None,None
Kaggle-Image,Steel A,Natural Seawater,19.947994941166915,35.21884328157943,8.057404964314188,4.870850051912607,16486.36991284033,-782.6443767554546,1093.7604122656162,166.1629241909455,-715.5859420736133,0.613472654297455,-0.02207842641241814,Fe₂O₃,Atmospheric,MIG,None
Kaggle-Image,Steel B,Accelerated Chamber,32.32584871964363,30.679732998194037,8.20701529427259,4.352608632546578,17671.590405460207,-681.2105076783589,1581.199695732635,107.83303466019707,-809.1694322471363,0.7181846314502938,-0.3816423470775651,γ‑FeO(OH),Tidal,None,None
Kaggle-Image,Steel C,Accelerated Chamber,18.292568565173376,31.812255610497097,8.162567917738786,4.778140132673936,15690.486523916406,-730.0017597734509,1875.1322785276525,126.00286862810042,-845.6975999821856,0.7980855084086655,-0.0586922712413771,α‑Fe,Tidal,Arc,Corrosion
Kaggle-Image,Steel A,Lab Seawater,23.302498790694422,39.571969635192346,8.30771781998148,7.282208557022875,13760.167115839593,-728.3578794367063,1696.30592342819,178.4001612339729,-731.0826788513685,0.4561149972770538,-0.4515106187419523,Fe₃O₄,Immersion,TIG,Corrosion
Kaggle-Image,Steel A,Natural Seawater,15.286618117340025,38.90138053446914,8.385913995497425,6.7065785392793895,1602.7273445045919,-792.4011306589659,1928.8064759382323,162.49305227036118,-895.7998490724126,0.26669052786998715,-0.4721465819423774,Fe₂O₃,Splash,None,None
Kaggle-Image,Steel B,Natural Seawater,24.566709633411115,36.522751108990505,8.31607904234335,6.5441893693565065,11164.366794779437,-764.1116762818654,1720.4413881870337,170.76752769742666,-819.450057551598,0.2182495284847808,-0.4353880999486253,α‑Fe,Tidal,Arc,Crack
Kaggle-Image,Steel C,Natural Seawater,15.420422134524344,34.59644597385737,7.518945403374355,5.607172540437698,1716.256773382203,-688.9988168283244,1992.55576822202,70.52677498795353,-876.8370369149272,0.636126143683863,-0.471129460266482,Fe₃O₄,Immersion,Arc,None
Kaggle-Image,Steel C,Accelerated Chamber,31.392191061315998,36.75761292895224,8.235917953551988,6.311311886045743,16353.288525204429,-660.9206783108286,1328.6890970062013,60.45791387505942,-706.4717615707391,0.7244082027852294,-0.07749388142211205,Fe₃O₄,Atmospheric,None,None
Kaggle-Image,Steel B,Lab Seawater,31.497075349742072,36.18610289093939,7.7083995736183315,5.231496501097469,7093.765964739194,-706.2035092495838,1169.2647807754322,184.01070936319806,-619.5269065788623,0.33242755156665127,-0.470474927770864,Fe₃O₄,Atmospheric,Arc,None
Kaggle-Image,Steel B,Natural Seawater,30.754843766047397,35.685522556046124,7.632928042707983,5.9088003176718455,11686.158108240497,-626.5744539040109,1894.65093193849,108.17514043566416,-601.5711611944469,0.2950688223139436,-0.36416790431817225,α‑Fe,Immersion,Arc,Crack
Kaggle-Image,Steel C,Accelerated Chamber,20.667281377822363,30.591770718635416,8.138488784799135,7.172252113482624,6309.460839059149,-662.8865691484797,1727.0342754044611,93.18195171045213,-792.4031163454432,0.2373230549154146,-0.4481218282320718,α‑Fe,Splash,None,Crack
Kaggle-Image,Steel B,Natural Seawater,31.74474436443636,36.32802610661507,7.819743195407695,7.924966389821849,15867.502743225577,-753.3476735666685,1040.3014810674028,158.7044381392737,-861.6143636272444,0.6936217530303239,-0.3522889818431175,γ‑FeO(OH),Immersion,Arc,Crack
Kaggle-Image,Steel C,Lab Seawater,25.859962652105388,37.689200445711684,7.557117163370443,7.729955694359207,17843.54800619615,-715.0078745746921,1570.7228282395538,175.4623394869785,-795.0097203654866,0.38682916393555067,-0.45472026619953976,Fe₃O₄,Immersion,MIG,Corrosion
Kaggle-Image,Steel C,Natural Seawater,22.47616217734005,39.94081654645576,7.637629734398361,7.735463771384995,8574.207390048216,-625.7921030775815,1159.1883782364932,179.37344328474515,-653.4557065130466,0.44101813565586595,-0.16599837462849298,Fe₃O₄,Tidal,MIG,Crack
Kaggle-Image,Steel A,Lab Seawater,27.50659919408466,30.110785525943097,7.500929416869961,5.608894939388449,17395.52547670879,-733.2911845149296,1797.0352476290427,97.3995711687841,-877.898012506786,0.5016501149657675,-0.4333365918287124,Fe₃O₄,Immersion,TIG,Corrosion
Kaggle-Image,Steel A,Lab Seawater,15.24682092120748,37.30173453310677,8.403223627344707,5.875159522027164,6074.4251416703155,-661.3175682070593,1593.6665194906461,177.83185868025112,-616.7665219214766,0.7036719405257306,-0.07407703708055607,γ‑FeO(OH),Immersion,Arc,Corrosion
Kaggle-Image,Steel C,Natural Seawater,17.859217552015043,35.717893159359804,7.524617983841239,6.822541585475927,11158.557538434952,-708.9163237435046,1919.727866654527,56.14009165615181,-830.3469809206472,0.590499932936891,-0.0914044746366795,Fe₃O₄,Atmospheric,TIG,Crack
Kaggle-Image,Steel C,Natural Seawater,29.845870763405255,34.340521760809565,7.709455769509511,7.688767712205137,17316.467166935377,-756.8222736288367,2208.4033281553575,57.44922371895783,-604.9687191923933,0.5690387779146868,-0.4931691572646953,α‑Fe,Tidal,MIG,Crack
Kaggle-Image,Steel C,Lab Seawater,19.883232174323062,31.275701745713707,7.916262780687907,4.567977037408339,7191.7455097000175,-865.3566316046264,1449.5030257622361,143.52787927612317,-656.4868893631133,0.30540325997354645,-0.052136822242442704,Fe₃O₄,Atmospheric,MIG,Crack
Kaggle-Image,Steel C,Accelerated Chamber,26.960182346574992,34.09085148634876,7.856571325950819,5.216967455308783,19126.80303648363,-800.9008681860502,2443.153156247541,59.46595536733194,-667.0003130484133,0.5079139350258979,-0.48552784162831647,Fe₂O₃,Atmospheric,MIG,Corrosion
Kaggle-Image,Steel C,Lab Seawater,22.702052056460595,33.543771829861356,8.411725876912776,4.556987378376438,3315.710533846289,-611.2900113081995,1803.4517508813617,98.69137527652423,-838.7333641793507,0.6292286103071931,-0.3801771075212217,α‑Fe,Splash,Arc,None
Kaggle-Image,Steel C,Natural Seawater,32.09611557598523,33.02829888978742,7.540288945734542,6.448034119837821,1347.2263247466185,-719.78211585459,1927.436198132182,150.9133979370386,-946.9279758182247,0.7839565298182951,-0.48380543111200247,γ‑FeO(OH),Splash,Arc,Crack
Kaggle-Image,Steel B,Natural Seawater,34.048306119932874,37.308796233222076,8.012214707677051,5.225203987550151,18178.571698985623,-752.4616168813536,2021.0085598386056,100.59003440813396,-816.2534819109043,0.32084378552801135,-0.332078256480342,Fe₃O₄,Tidal,MIG,Crack
Kaggle-Image,Steel C,Accelerated Chamber,32.671294567403805,37.00725521284264,8.180479462524374,5.304431410050293,2304.324656809573,-623.4651810651204,2000.0972947863847,76.9399672160144,-844.3667206180572,0.205726011840336,-0.2430667371433642,Fe₂O₃,Tidal,TIG,Crack
Kaggle-Image,Steel B,Lab Seawater,20.412399893871935,35.89020090980912,8.43169797368117,4.2836638379519165,19845.89472300234,-744.720876636893,1766.456114567593,92.20259327807625,-936.911053356921,0.24518086015908186,-0.10167756549243095,γ‑FeO(OH),Splash,TIG,Corrosion
Kaggle-Image,Steel B,Lab Seawater,18.883257380921645,39.38664813293372,8.120371252123721,5.399184247230368,19076.540377603014,-765.8711185539089,1643.1464366720252,118.63629983756476,-773.1221602229245,0.4255114791091876,-0.33100922476508193,γ‑FeO(OH),Splash,None,Corrosion
Kaggle-Image,Steel C,Lab Seawater,24.4886978724147,33.49854384180854,8.303755236011762,7.449986029606341,3603.3972906900926,-684.2412006974282,1080.672946266067,121.30787830332235,-808.9390410510422,0.6923267886475923,-0.14725498766344164,α‑Fe,Splash,MIG,None
Kaggle-Image,Steel C,Natural Seawater,15.146683016723605,32.438019377101796,7.583724937845348,4.93229124756334,11214.107888158751,-700.5670333547095,1033.1287679517695,167.4500347020803,-727.9052362904663,0.20428524906094703,-0.40624777144050983,γ‑FeO(OH),Splash,TIG,Crack
Kaggle-Image,Steel B,Lab Seawater,15.516187857263635,36.559033130984,7.885939510936927,6.780749864840263,4513.485651875742,-882.3939970570485,1536.9417917991468,162.52298441472686,-732.5847872320709,0.4740383557315042,-0.1247007716279368,γ‑FeO(OH),Splash,MIG,Corrosion
